timestamp,hour,dam_lmp,rtm_lmp,date,note
2026-01-08 12:00:00,12,21.78,20.7,2026-01-08,[PROXY DATA]
2026-01-08 13:00:00,13,27.84,25.15,2026-01-08,[PROXY DATA]
2026-01-08 14:00:00,14,34.13,33.12,2026-01-08,[PROXY DATA]
2026-01-08 15:00:00,15,70.9,78.69,2026-01-08,[PROXY DATA]
2026-01-08 16:00:00,16,78.69,76.06,2026-01-08,[PROXY DATA]
2026-01-08 17:00:00,17,81.68,87.84,2026-01-08,[PROXY DATA]
2026-01-08 18:00:00,18,71.97,82.47,2026-01-08,[PROXY DATA]
2026-01-08 19:00:00,19,37.37,40.12,2026-01-08,[PROXY DATA]
2026-01-08 20:00:00,20,33.98,42.93,2026-01-08,[PROXY DATA]
2026-01-08 21:00:00,21,28.84,26.03,2026-01-08,[PROXY DATA]
2026-01-08 22:00:00,22,34.27,27.92,2026-01-08,[PROXY DATA]
2026-01-08 23:00:00,23,18.57,18.41,2026-01-08,[PROXY DATA]
2026-01-09 00:00:00,0,44.23,47.89,2026-01-09,[PROXY DATA]
2026-01-09 01:00:00,1,43.09,27.23,2026-01-09,[PROXY DATA]
2026-01-09 02:00:00,2,23.39,25.28,2026-01-09,[PROXY DATA]
2026-01-09 03:00:00,3,29.52,31.8,2026-01-09,[PROXY DATA]
2026-01-09 04:00:00,4,32.98,42.63,2026-01-09,[PROXY DATA]
2026-01-09 05:00:00,5,19.89,18.19,2026-01-09,[PROXY DATA]
2026-01-09 06:00:00,6,33.09,31.26,2026-01-09,[PROXY DATA]
2026-01-09 07:00:00,7,34.35,48.16,2026-01-09,[PROXY DATA]
2026-01-09 08:00:00,8,39.17,32.71,2026-01-09,[PROXY DATA]
2026-01-09 09:00:00,9,32.52,45.01,2026-01-09,[PROXY DATA]
2026-01-09 10:00:00,10,30.69,26.37,2026-01-09,[PROXY DATA]
2026-01-09 11:00:00,11,36.38,31.81,2026-01-09,[PROXY DATA]
2026-01-09 12:00:00,12,47.81,43.3,2026-01-09,[PROXY DATA]
2026-01-09 13:00:00,13,41.91,52.24,2026-01-09,[PROXY DATA]
2026-01-09 14:00:00,14,56.24,45.27,2026-01-09,[PROXY DATA]
2026-01-09 15:00:00,15,43.99,44.89,2026-01-09,[PROXY DATA]
2026-01-09 16:00:00,16,78.87,75.91,2026-01-09,[PROXY DATA]
2026-01-09 17:00:00,17,85.8,86.36,2026-01-09,[PROXY DATA]
2026-01-09 18:00:00,18,98.48,112.45,2026-01-09,[PROXY DATA]
2026-01-09 19:00:00,19,39.7,32.25,2026-01-09,[PROXY DATA]
2026-01-09 20:00:00,20,24.12,23.2,2026-01-09,[PROXY DATA]
2026-01-09 21:00:00,21,25.11,26.08,2026-01-09,[PROXY DATA]
2026-01-09 22:00:00,22,4.91,5.46,2026-01-09,[PROXY DATA]
2026-01-09 23:00:00,23,22.19,21.2,2026-01-09,[PROXY DATA]
2026-01-10 00:00:00,0,21.29,24.87,2026-01-10,[PROXY DATA]
2026-01-10 01:00:00,1,21.56,21.26,2026-01-10,[PROXY DATA]
2026-01-10 02:00:00,2,23.86,17.3,2026-01-10,[PROXY DATA]
2026-01-10 03:00:00,3,42.27,43.41,2026-01-10,[PROXY DATA]
2026-01-10 04:00:00,4,31.17,41.39,2026-01-10,[PROXY DATA]
2026-01-10 05:00:00,5,12.84,11.39,2026-01-10,[PROXY DATA]
2026-01-10 06:00:00,6,13.54,16.46,2026-01-10,[PROXY DATA]
2026-01-10 07:00:00,7,33.26,32.54,2026-01-10,[PROXY DATA]
2026-01-10 08:00:00,8,14.56,17.78,2026-01-10,[PROXY DATA]
2026-01-10 09:00:00,9,55.42,62.37,2026-01-10,[PROXY DATA]
2026-01-10 10:00:00,10,38.47,38.45,2026-01-10,[PROXY DATA]
2026-01-10 11:00:00,11,18.69,16.73,2026-01-10,[PROXY DATA]
2026-01-10 12:00:00,12,3.76,1.83,2026-01-10,[PROXY DATA]
2026-01-10 13:00:00,13,40.57,37.99,2026-01-10,[PROXY DATA]
2026-01-10 14:00:00,14,22.95,23.6,2026-01-10,[PROXY DATA]
2026-01-10 15:00:00,15,57.41,56.43,2026-01-10,[PROXY DATA]
2026-01-10 16:00:00,16,35.59,27.69,2026-01-10,[PROXY DATA]
2026-01-10 17:00:00,17,59.69,60.75,2026-01-10,[PROXY DATA]
2026-01-10 18:00:00,18,57.82,46.71,2026-01-10,[PROXY DATA]
2026-01-10 19:00:00,19,40.08,34.96,2026-01-10,[PROXY DATA]
2026-01-10 20:00:00,20,21.96,21.47,2026-01-10,[PROXY DATA]
2026-01-10 21:00:00,21,33.31,32.25,2026-01-10,[PROXY DATA]
2026-01-10 22:00:00,22,11.51,8.41,2026-01-10,[PROXY DATA]
2026-01-10 23:00:00,23,21.09,22.79,2026-01-10,[PROXY DATA]
2026-01-11 00:00:00,0,31.84,20.04,2026-01-11,[PROXY DATA]
2026-01-11 01:00:00,1,25.93,28.38,2026-01-11,[PROXY DATA]
2026-01-11 02:00:00,2,28.3,28.76,2026-01-11,[PROXY DATA]
2026-01-11 03:00:00,3,6.26,5.32,2026-01-11,[PROXY DATA]
2026-01-11 04:00:00,4,1.35,1.35,2026-01-11,[PROXY DATA]
2026-01-11 05:00:00,5,35.09,33.88,2026-01-11,[PROXY DATA]
2026-01-11 06:00:00,6,28.31,27.59,2026-01-11,[PROXY DATA]
2026-01-11 07:00:00,7,18.38,20.78,2026-01-11,[PROXY DATA]
2026-01-11 08:00:00,8,49.01,44.73,2026-01-11,[PROXY DATA]
2026-01-11 09:00:00,9,34.83,36.49,2026-01-11,[PROXY DATA]
2026-01-11 10:00:00,10,38.47,29.46,2026-01-11,[PROXY DATA]
2026-01-11 11:00:00,11,25.13,26.47,2026-01-11,[PROXY DATA]
2026-01-11 12:00:00,12,49.05,51.32,2026-01-11,[PROXY DATA]
2026-01-11 13:00:00,13,45.38,45.08,2026-01-11,[PROXY DATA]
2026-01-11 14:00:00,14,21.33,28.28,2026-01-11,[PROXY DATA]
2026-01-11 15:00:00,15,54.22,45.61,2026-01-11,[PROXY DATA]
2026-01-11 16:00:00,16,62.46,47.85,2026-01-11,[PROXY DATA]
2026-01-11 17:00:00,17,83.3,81.73,2026-01-11,[PROXY DATA]
2026-01-11 18:00:00,18,46.18,38.18,2026-01-11,[PROXY DATA]
2026-01-11 19:00:00,19,47.75,65.97,2026-01-11,[PROXY DATA]
2026-01-11 20:00:00,20,40.06,41.85,2026-01-11,[PROXY DATA]
2026-01-11 21:00:00,21,4.74,4.61,2026-01-11,[PROXY DATA]
2026-01-11 22:00:00,22,10.12,10.28,2026-01-11,[PROXY DATA]
2026-01-11 23:00:00,23,-1.67,-1.93,2026-01-11,[PROXY DATA]
2026-01-12 00:00:00,0,34.77,32.89,2026-01-12,[PROXY DATA]
2026-01-12 01:00:00,1,33.31,27.85,2026-01-12,[PROXY DATA]
2026-01-12 02:00:00,2,42.73,43.21,2026-01-12,[PROXY DATA]
2026-01-12 03:00:00,3,25.59,24.85,2026-01-12,[PROXY DATA]
2026-01-12 04:00:00,4,44.24,44.54,2026-01-12,[PROXY DATA]
2026-01-12 05:00:00,5,8.14,9.3,2026-01-12,[PROXY DATA]
2026-01-12 06:00:00,6,9.96,10.01,2026-01-12,[PROXY DATA]
2026-01-12 07:00:00,7,33.53,32.34,2026-01-12,[PROXY DATA]
2026-01-12 08:00:00,8,42.61,39.88,2026-01-12,[PROXY DATA]
2026-01-12 09:00:00,9,41.41,24.71,2026-01-12,[PROXY DATA]
2026-01-12 10:00:00,10,5.59,5.25,2026-01-12,[PROXY DATA]
2026-01-12 11:00:00,11,29.33,35.99,2026-01-12,[PROXY DATA]
2026-01-12 12:00:00,12,14.75,13.52,2026-01-12,[PROXY DATA]
2026-01-12 13:00:00,13,38.44,24.9,2026-01-12,[PROXY DATA]
2026-01-12 14:00:00,14,34.8,36.22,2026-01-12,[PROXY DATA]
2026-01-12 15:00:00,15,41.92,42.95,2026-01-12,[PROXY DATA]
2026-01-12 16:00:00,16,62.23,63.16,2026-01-12,[PROXY DATA]
2026-01-12 17:00:00,17,70.89,61.58,2026-01-12,[PROXY DATA]
2026-01-12 18:00:00,18,71.45,52.04,2026-01-12,[PROXY DATA]
2026-01-12 19:00:00,19,60.86,80.81,2026-01-12,[PROXY DATA]
2026-01-12 20:00:00,20,22.37,18.54,2026-01-12,[PROXY DATA]
2026-01-12 21:00:00,21,38.35,36.61,2026-01-12,[PROXY DATA]
2026-01-12 22:00:00,22,24.04,26.66,2026-01-12,[PROXY DATA]
2026-01-12 23:00:00,23,18.99,18.64,2026-01-12,[PROXY DATA]
2026-01-13 00:00:00,0,36.72,28.5,2026-01-13,[PROXY DATA]
2026-01-13 01:00:00,1,12.28,12.45,2026-01-13,[PROXY DATA]
2026-01-13 02:00:00,2,18.06,17.31,2026-01-13,[PROXY DATA]
2026-01-13 03:00:00,3,10.33,12.67,2026-01-13,[PROXY DATA]
2026-01-13 04:00:00,4,48.28,42.53,2026-01-13,[PROXY DATA]
2026-01-13 05:00:00,5,25.12,18.41,2026-01-13,[PROXY DATA]
2026-01-13 06:00:00,6,22.0,20.0,2026-01-13,[PROXY DATA]
2026-01-13 07:00:00,7,36.77,36.31,2026-01-13,[PROXY DATA]
2026-01-13 08:00:00,8,36.65,39.98,2026-01-13,[PROXY DATA]
2026-01-13 09:00:00,9,39.15,42.27,2026-01-13,[PROXY DATA]
2026-01-13 10:00:00,10,37.77,47.64,2026-01-13,[PROXY DATA]
2026-01-13 11:00:00,11,39.49,40.27,2026-01-13,[PROXY DATA]
2026-01-13 12:00:00,12,24.03,24.57,2026-01-13,[PROXY DATA]
2026-01-13 13:00:00,13,23.49,23.53,2026-01-13,[PROXY DATA]
2026-01-13 14:00:00,14,27.1,25.24,2026-01-13,[PROXY DATA]
2026-01-13 15:00:00,15,25.58,25.41,2026-01-13,[PROXY DATA]
2026-01-13 16:00:00,16,50.22,55.53,2026-01-13,[PROXY DATA]
2026-01-13 17:00:00,17,100.0,104.23,2026-01-13,[PROXY DATA]
2026-01-13 18:00:00,18,91.94,90.69,2026-01-13,[PROXY DATA]
2026-01-13 19:00:00,19,46.41,59.46,2026-01-13,[PROXY DATA]
2026-01-13 20:00:00,20,41.12,48.56,2026-01-13,[PROXY DATA]
2026-01-13 21:00:00,21,36.04,38.18,2026-01-13,[PROXY DATA]
2026-01-13 22:00:00,22,67.35,74.08,2026-01-13,[PROXY DATA]
2026-01-13 23:00:00,23,41.93,35.25,2026-01-13,[PROXY DATA]
2026-01-14 00:00:00,0,36.46,45.33,2026-01-14,[PROXY DATA]
2026-01-14 01:00:00,1,13.23,9.8,2026-01-14,[PROXY DATA]
2026-01-14 02:00:00,2,5.42,5.07,2026-01-14,[PROXY DATA]
2026-01-14 03:00:00,3,27.14,25.17,2026-01-14,[PROXY DATA]
2026-01-14 04:00:00,4,15.62,16.37,2026-01-14,[PROXY DATA]
2026-01-14 05:00:00,5,7.63,6.87,2026-01-14,[PROXY DATA]
2026-01-14 06:00:00,6,22.64,26.22,2026-01-14,[PROXY DATA]
2026-01-14 07:00:00,7,21.22,25.81,2026-01-14,[PROXY DATA]
2026-01-14 08:00:00,8,58.25,60.84,2026-01-14,[PROXY DATA]
2026-01-14 09:00:00,9,52.38,44.99,2026-01-14,[PROXY DATA]
2026-01-14 10:00:00,10,30.3,21.53,2026-01-14,[PROXY DATA]
2026-01-14 11:00:00,11,48.16,41.98,2026-01-14,[PROXY DATA]
2026-01-14 12:00:00,12,31.33,29.03,2026-01-14,[PROXY DATA]
2026-01-14 13:00:00,13,20.06,16.27,2026-01-14,[PROXY DATA]
2026-01-14 14:00:00,14,48.68,50.36,2026-01-14,[PROXY DATA]
2026-01-14 15:00:00,15,59.67,65.59,2026-01-14,[PROXY DATA]
2026-01-14 16:00:00,16,55.95,42.37,2026-01-14,[PROXY DATA]
2026-01-14 17:00:00,17,81.32,90.14,2026-01-14,[PROXY DATA]
2026-01-14 18:00:00,18,61.69,61.19,2026-01-14,[PROXY DATA]
2026-01-14 19:00:00,19,32.81,33.32,2026-01-14,[PROXY DATA]
2026-01-14 20:00:00,20,45.31,58.56,2026-01-14,[PROXY DATA]
2026-01-14 21:00:00,21,55.21,52.39,2026-01-14,[PROXY DATA]
2026-01-14 22:00:00,22,13.62,10.42,2026-01-14,[PROXY DATA]
2026-01-14 23:00:00,23,35.26,31.28,2026-01-14,[PROXY DATA]
2026-01-15 00:00:00,0,30.19,29.52,2026-01-15,[PROXY DATA]
2026-01-15 01:00:00,1,18.85,18.05,2026-01-15,[PROXY DATA]
2026-01-15 02:00:00,2,17.59,20.49,2026-01-15,[PROXY DATA]
2026-01-15 03:00:00,3,14.33,17.88,2026-01-15,[PROXY DATA]
2026-01-15 04:00:00,4,25.28,44.65,2026-01-15,[PROXY DATA]
2026-01-15 05:00:00,5,14.73,14.84,2026-01-15,[PROXY DATA]
2026-01-15 06:00:00,6,33.65,31.6,2026-01-15,[PROXY DATA]
2026-01-15 07:00:00,7,33.6,40.3,2026-01-15,[PROXY DATA]
2026-01-15 08:00:00,8,35.13,31.01,2026-01-15,[PROXY DATA]
2026-01-15 09:00:00,9,30.91,25.51,2026-01-15,[PROXY DATA]
2026-01-15 10:00:00,10,23.48,24.93,2026-01-15,[PROXY DATA]
2026-01-15 11:00:00,11,39.46,43.91,2026-01-15,[PROXY DATA]
2026-01-15 12:00:00,12,36.41,43.29,2026-01-15,[PROXY DATA]
2026-01-15 13:00:00,13,18.67,20.01,2026-01-15,[PROXY DATA]
2026-01-15 14:00:00,14,31.59,23.61,2026-01-15,[PROXY DATA]
2026-01-15 15:00:00,15,62.22,58.62,2026-01-15,[PROXY DATA]
2026-01-15 16:00:00,16,48.37,40.46,2026-01-15,[PROXY DATA]
2026-01-15 17:00:00,17,90.12,84.84,2026-01-15,[PROXY DATA]
2026-01-15 18:00:00,18,64.25,50.93,2026-01-15,[PROXY DATA]
2026-01-15 19:00:00,19,56.25,45.54,2026-01-15,[PROXY DATA]
2026-01-15 20:00:00,20,25.04,21.28,2026-01-15,[PROXY DATA]
2026-01-15 21:00:00,21,10.64,9.91,2026-01-15,[PROXY DATA]
2026-01-15 22:00:00,22,10.87,10.77,2026-01-15,[PROXY DATA]
2026-01-15 23:00:00,23,29.08,30.64,2026-01-15,[PROXY DATA]
2026-01-16 00:00:00,0,41.12,38.85,2026-01-16,[PROXY DATA]
2026-01-16 01:00:00,1,13.85,14.75,2026-01-16,[PROXY DATA]
2026-01-16 02:00:00,2,32.36,35.76,2026-01-16,[PROXY DATA]
2026-01-16 03:00:00,3,4.76,3.55,2026-01-16,[PROXY DATA]
2026-01-16 04:00:00,4,23.91,24.88,2026-01-16,[PROXY DATA]
2026-01-16 05:00:00,5,10.17,11.49,2026-01-16,[PROXY DATA]
2026-01-16 06:00:00,6,22.58,23.09,2026-01-16,[PROXY DATA]
2026-01-16 07:00:00,7,34.77,33.97,2026-01-16,[PROXY DATA]
2026-01-16 08:00:00,8,27.68,28.53,2026-01-16,[PROXY DATA]
2026-01-16 09:00:00,9,37.19,44.63,2026-01-16,[PROXY DATA]
2026-01-16 10:00:00,10,42.48,38.07,2026-01-16,[PROXY DATA]
2026-01-16 11:00:00,11,23.48,21.87,2026-01-16,[PROXY DATA]
2026-01-16 12:00:00,12,40.43,55.54,2026-01-16,[PROXY DATA]
2026-01-16 13:00:00,13,16.84,9.89,2026-01-16,[PROXY DATA]
2026-01-16 14:00:00,14,36.76,40.08,2026-01-16,[PROXY DATA]
2026-01-16 15:00:00,15,70.5,70.15,2026-01-16,[PROXY DATA]
2026-01-16 16:00:00,16,38.74,51.58,2026-01-16,[PROXY DATA]
2026-01-16 17:00:00,17,74.04,76.23,2026-01-16,[PROXY DATA]
2026-01-16 18:00:00,18,79.12,82.08,2026-01-16,[PROXY DATA]
2026-01-16 19:00:00,19,46.96,35.24,2026-01-16,[PROXY DATA]
2026-01-16 20:00:00,20,38.65,33.19,2026-01-16,[PROXY DATA]
2026-01-16 21:00:00,21,25.05,30.33,2026-01-16,[PROXY DATA]
2026-01-16 22:00:00,22,31.44,28.95,2026-01-16,[PROXY DATA]
2026-01-16 23:00:00,23,26.63,22.65,2026-01-16,[PROXY DATA]
2026-01-17 00:00:00,0,44.41,47.58,2026-01-17,[PROXY DATA]
2026-01-17 01:00:00,1,22.81,11.27,2026-01-17,[PROXY DATA]
2026-01-17 02:00:00,2,23.81,34.96,2026-01-17,[PROXY DATA]
2026-01-17 03:00:00,3,14.82,12.58,2026-01-17,[PROXY DATA]
2026-01-17 04:00:00,4,13.91,13.45,2026-01-17,[PROXY DATA]
2026-01-17 05:00:00,5,14.57,14.86,2026-01-17,[PROXY DATA]
2026-01-17 06:00:00,6,29.05,21.86,2026-01-17,[PROXY DATA]
2026-01-17 07:00:00,7,22.31,24.97,2026-01-17,[PROXY DATA]
2026-01-17 08:00:00,8,33.88,28.34,2026-01-17,[PROXY DATA]
2026-01-17 09:00:00,9,58.34,53.97,2026-01-17,[PROXY DATA]
2026-01-17 10:00:00,10,34.77,27.97,2026-01-17,[PROXY DATA]
2026-01-17 11:00:00,11,20.41,18.43,2026-01-17,[PROXY DATA]
2026-01-17 12:00:00,12,38.73,39.43,2026-01-17,[PROXY DATA]
2026-01-17 13:00:00,13,19.42,15.18,2026-01-17,[PROXY DATA]
2026-01-17 14:00:00,14,-0.14,-0.13,2026-01-17,[PROXY DATA]
2026-01-17 15:00:00,15,30.46,26.58,2026-01-17,[PROXY DATA]
2026-01-17 16:00:00,16,32.27,32.34,2026-01-17,[PROXY DATA]
2026-01-17 17:00:00,17,62.66,98.18,2026-01-17,[PROXY DATA]
2026-01-17 18:00:00,18,57.98,55.14,2026-01-17,[PROXY DATA]
2026-01-17 19:00:00,19,59.64,67.53,2026-01-17,[PROXY DATA]
2026-01-17 20:00:00,20,31.28,35.56,2026-01-17,[PROXY DATA]
2026-01-17 21:00:00,21,23.21,23.46,2026-01-17,[PROXY DATA]
2026-01-17 22:00:00,22,34.27,32.23,2026-01-17,[PROXY DATA]
2026-01-17 23:00:00,23,-3.73,-2.97,2026-01-17,[PROXY DATA]
2026-01-18 00:00:00,0,33.23,43.07,2026-01-18,[PROXY DATA]
2026-01-18 01:00:00,1,29.01,30.36,2026-01-18,[PROXY DATA]
2026-01-18 02:00:00,2,2.02,1.79,2026-01-18,[PROXY DATA]
2026-01-18 03:00:00,3,33.49,30.82,2026-01-18,[PROXY DATA]
2026-01-18 04:00:00,4,23.82,14.57,2026-01-18,[PROXY DATA]
2026-01-18 05:00:00,5,14.78,13.85,2026-01-18,[PROXY DATA]
2026-01-18 06:00:00,6,31.91,35.39,2026-01-18,[PROXY DATA]
2026-01-18 07:00:00,7,54.61,52.81,2026-01-18,[PROXY DATA]
2026-01-18 08:00:00,8,32.58,44.77,2026-01-18,[PROXY DATA]
2026-01-18 09:00:00,9,36.42,36.41,2026-01-18,[PROXY DATA]
2026-01-18 10:00:00,10,18.81,22.33,2026-01-18,[PROXY DATA]
2026-01-18 11:00:00,11,14.12,16.95,2026-01-18,[PROXY DATA]
2026-01-18 12:00:00,12,34.28,40.99,2026-01-18,[PROXY DATA]
2026-01-18 13:00:00,13,14.05,16.32,2026-01-18,[PROXY DATA]
2026-01-18 14:00:00,14,25.18,26.55,2026-01-18,[PROXY DATA]
2026-01-18 15:00:00,15,36.83,37.5,2026-01-18,[PROXY DATA]
2026-01-18 16:00:00,16,60.47,48.26,2026-01-18,[PROXY DATA]
2026-01-18 17:00:00,17,70.88,65.69,2026-01-18,[PROXY DATA]
2026-01-18 18:00:00,18,70.21,68.72,2026-01-18,[PROXY DATA]
2026-01-18 19:00:00,19,33.4,24.17,2026-01-18,[PROXY DATA]
2026-01-18 20:00:00,20,24.12,23.66,2026-01-18,[PROXY DATA]
2026-01-18 21:00:00,21,14.09,13.51,2026-01-18,[PROXY DATA]
2026-01-18 22:00:00,22,18.99,15.3,2026-01-18,[PROXY DATA]
2026-01-18 23:00:00,23,27.33,18.98,2026-01-18,[PROXY DATA]
2026-01-19 00:00:00,0,47.08,48.22,2026-01-19,[PROXY DATA]
2026-01-19 01:00:00,1,13.63,12.79,2026-01-19,[PROXY DATA]
2026-01-19 02:00:00,2,35.14,35.0,2026-01-19,[PROXY DATA]
2026-01-19 03:00:00,3,40.97,38.1,2026-01-19,[PROXY DATA]
2026-01-19 04:00:00,4,29.66,24.44,2026-01-19,[PROXY DATA]
2026-01-19 05:00:00,5,47.22,47.77,2026-01-19,[PROXY DATA]
2026-01-19 06:00:00,6,21.11,11.22,2026-01-19,[PROXY DATA]
2026-01-19 07:00:00,7,19.26,15.79,2026-01-19,[PROXY DATA]
2026-01-19 08:00:00,8,16.66,16.11,2026-01-19,[PROXY DATA]
2026-01-19 09:00:00,9,59.75,57.12,2026-01-19,[PROXY DATA]
2026-01-19 10:00:00,10,38.25,41.08,2026-01-19,[PROXY DATA]
2026-01-19 11:00:00,11,29.73,27.31,2026-01-19,[PROXY DATA]
2026-01-19 12:00:00,12,33.76,30.98,2026-01-19,[PROXY DATA]
2026-01-19 13:00:00,13,16.89,15.33,2026-01-19,[PROXY DATA]
2026-01-19 14:00:00,14,59.75,61.74,2026-01-19,[PROXY DATA]
2026-01-19 15:00:00,15,54.75,49.93,2026-01-19,[PROXY DATA]
2026-01-19 16:00:00,16,69.71,66.83,2026-01-19,[PROXY DATA]
2026-01-19 17:00:00,17,92.31,87.29,2026-01-19,[PROXY DATA]
2026-01-19 18:00:00,18,77.97,71.41,2026-01-19,[PROXY DATA]
2026-01-19 19:00:00,19,52.09,47.46,2026-01-19,[PROXY DATA]
2026-01-19 20:00:00,20,24.71,20.3,2026-01-19,[PROXY DATA]
2026-01-19 21:00:00,21,37.96,40.93,2026-01-19,[PROXY DATA]
2026-01-19 22:00:00,22,52.98,50.3,2026-01-19,[PROXY DATA]
2026-01-19 23:00:00,23,44.65,44.56,2026-01-19,[PROXY DATA]
2026-01-20 00:00:00,0,57.12,50.52,2026-01-20,[PROXY DATA]
2026-01-20 01:00:00,1,18.57,17.16,2026-01-20,[PROXY DATA]
2026-01-20 02:00:00,2,12.82,13.58,2026-01-20,[PROXY DATA]
2026-01-20 03:00:00,3,23.19,35.55,2026-01-20,[PROXY DATA]
2026-01-20 04:00:00,4,25.37,20.56,2026-01-20,[PROXY DATA]
2026-01-20 05:00:00,5,37.83,35.64,2026-01-20,[PROXY DATA]
2026-01-20 06:00:00,6,10.09,9.03,2026-01-20,[PROXY DATA]
2026-01-20 07:00:00,7,52.55,59.77,2026-01-20,[PROXY DATA]
2026-01-20 08:00:00,8,36.1,39.83,2026-01-20,[PROXY DATA]
2026-01-20 09:00:00,9,36.68,36.56,2026-01-20,[PROXY DATA]
2026-01-20 10:00:00,10,18.25,17.25,2026-01-20,[PROXY DATA]
2026-01-20 11:00:00,11,10.54,9.45,2026-01-20,[PROXY DATA]
2026-01-20 12:00:00,12,40.28,43.35,2026-01-20,[PROXY DATA]
2026-01-20 13:00:00,13,31.28,30.47,2026-01-20,[PROXY DATA]
2026-01-20 14:00:00,14,14.92,14.79,2026-01-20,[PROXY DATA]
2026-01-20 15:00:00,15,37.66,37.33,2026-01-20,[PROXY DATA]
2026-01-20 16:00:00,16,64.37,63.23,2026-01-20,[PROXY DATA]
2026-01-20 17:00:00,17,103.63,103.03,2026-01-20,[PROXY DATA]
2026-01-20 18:00:00,18,69.08,74.38,2026-01-20,[PROXY DATA]
2026-01-20 19:00:00,19,31.36,44.2,2026-01-20,[PROXY DATA]
2026-01-20 20:00:00,20,31.25,30.88,2026-01-20,[PROXY DATA]
2026-01-20 21:00:00,21,29.03,29.25,2026-01-20,[PROXY DATA]
2026-01-20 22:00:00,22,-1.96,-1.85,2026-01-20,[PROXY DATA]
2026-01-20 23:00:00,23,27.85,27.02,2026-01-20,[PROXY DATA]
2026-01-21 00:00:00,0,35.23,36.36,2026-01-21,[PROXY DATA]
2026-01-21 01:00:00,1,33.05,36.57,2026-01-21,[PROXY DATA]
2026-01-21 02:00:00,2,46.89,47.18,2026-01-21,[PROXY DATA]
2026-01-21 03:00:00,3,38.22,29.21,2026-01-21,[PROXY DATA]
2026-01-21 04:00:00,4,21.47,22.26,2026-01-21,[PROXY DATA]
2026-01-21 05:00:00,5,11.42,10.69,2026-01-21,[PROXY DATA]
2026-01-21 06:00:00,6,61.28,74.27,2026-01-21,[PROXY DATA]
2026-01-21 07:00:00,7,34.91,38.35,2026-01-21,[PROXY DATA]
2026-01-21 08:00:00,8,38.17,38.36,2026-01-21,[PROXY DATA]
2026-01-21 09:00:00,9,41.51,43.32,2026-01-21,[PROXY DATA]
2026-01-21 10:00:00,10,32.78,43.68,2026-01-21,[PROXY DATA]
2026-01-21 11:00:00,11,28.67,29.83,2026-01-21,[PROXY DATA]
2026-01-21 12:00:00,12,23.52,26.1,2026-01-21,[PROXY DATA]
2026-01-21 13:00:00,13,23.84,25.11,2026-01-21,[PROXY DATA]
2026-01-21 14:00:00,14,30.01,31.88,2026-01-21,[PROXY DATA]
2026-01-21 15:00:00,15,46.68,52.59,2026-01-21,[PROXY DATA]
2026-01-21 16:00:00,16,59.85,60.15,2026-01-21,[PROXY DATA]
2026-01-21 17:00:00,17,84.88,81.15,2026-01-21,[PROXY DATA]
2026-01-21 18:00:00,18,69.14,72.67,2026-01-21,[PROXY DATA]
2026-01-21 19:00:00,19,67.45,83.3,2026-01-21,[PROXY DATA]
2026-01-21 20:00:00,20,2.39,2.47,2026-01-21,[PROXY DATA]
2026-01-21 21:00:00,21,45.4,41.18,2026-01-21,[PROXY DATA]
2026-01-21 22:00:00,22,45.35,38.24,2026-01-21,[PROXY DATA]
2026-01-21 23:00:00,23,3.62,3.14,2026-01-21,[PROXY DATA]
2026-01-22 00:00:00,0,33.89,32.79,2026-01-22,[PROXY DATA]
2026-01-22 01:00:00,1,20.24,18.54,2026-01-22,[PROXY DATA]
2026-01-22 02:00:00,2,7.81,6.86,2026-01-22,[PROXY DATA]
2026-01-22 03:00:00,3,15.37,14.99,2026-01-22,[PROXY DATA]
2026-01-22 04:00:00,4,11.37,10.75,2026-01-22,[PROXY DATA]
2026-01-22 05:00:00,5,45.73,40.55,2026-01-22,[PROXY DATA]
2026-01-22 06:00:00,6,41.63,45.29,2026-01-22,[PROXY DATA]
2026-01-22 07:00:00,7,49.46,53.06,2026-01-22,[PROXY DATA]
2026-01-22 08:00:00,8,46.66,38.14,2026-01-22,[PROXY DATA]
2026-01-22 09:00:00,9,28.25,29.49,2026-01-22,[PROXY DATA]
2026-01-22 10:00:00,10,24.11,26.49,2026-01-22,[PROXY DATA]
2026-01-22 11:00:00,11,36.27,29.77,2026-01-22,[PROXY DATA]
2026-01-22 12:00:00,12,15.73,14.22,2026-01-22,[PROXY DATA]
2026-01-22 13:00:00,13,38.96,40.11,2026-01-22,[PROXY DATA]
2026-01-22 14:00:00,14,27.52,31.46,2026-01-22,[PROXY DATA]
2026-01-22 15:00:00,15,48.7,48.68,2026-01-22,[PROXY DATA]
2026-01-22 16:00:00,16,76.93,75.22,2026-01-22,[PROXY DATA]
2026-01-22 17:00:00,17,88.93,87.81,2026-01-22,[PROXY DATA]
2026-01-22 18:00:00,18,67.87,66.5,2026-01-22,[PROXY DATA]
2026-01-22 19:00:00,19,63.31,66.53,2026-01-22,[PROXY DATA]
2026-01-22 20:00:00,20,21.23,20.71,2026-01-22,[PROXY DATA]
2026-01-22 21:00:00,21,39.69,33.85,2026-01-22,[PROXY DATA]
2026-01-22 22:00:00,22,37.52,39.26,2026-01-22,[PROXY DATA]
2026-01-22 23:00:00,23,24.79,19.78,2026-01-22,[PROXY DATA]
2026-01-23 00:00:00,0,41.91,54.94,2026-01-23,[PROXY DATA]
